geometry,geometry_index,sequence_index,base_seed,independent_unit,profile_run_count_per_block,profiles_are_paired,seed_scheme,truth_provenance,truth_seed,nominal_bearing_noise_provenance,nominal_bearing_noise_seed,transport_loss_uniform_provenance,transport_loss_uniform_seed,transport_delay_uniform_provenance,transport_delay_uniform_seed,outlier_mask_uniform_provenance,outlier_mask_uniform_seed,outlier_direction_provenance,outlier_direction_seed
poorly_conditioned,1,13,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:13:truth,1554922105406893145,s7cd1:20260910:1:13:nominal_bearing_noise,18035386077936628467,s7cd1:20260910:1:13:transport_loss_uniform,18044490304857546848,s7cd1:20260910:1:13:transport_delay_uniform,2307023789932889917,s7cd1:20260910:1:13:outlier_mask_uniform,13848303933319854213,s7cd1:20260910:1:13:outlier_direction,971302976829042624
poorly_conditioned,1,14,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:14:truth,14160619099101181148,s7cd1:20260910:1:14:nominal_bearing_noise,14876538553681051377,s7cd1:20260910:1:14:transport_loss_uniform,15945756194302959141,s7cd1:20260910:1:14:transport_delay_uniform,14732910830120033040,s7cd1:20260910:1:14:outlier_mask_uniform,13709424942056633109,s7cd1:20260910:1:14:outlier_direction,2933393736356669794
poorly_conditioned,1,15,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:15:truth,5583843540933787349,s7cd1:20260910:1:15:nominal_bearing_noise,12605929505679522316,s7cd1:20260910:1:15:transport_loss_uniform,2908765791786096741,s7cd1:20260910:1:15:transport_delay_uniform,2301725518326733894,s7cd1:20260910:1:15:outlier_mask_uniform,6709212911305238175,s7cd1:20260910:1:15:outlier_direction,18444957865387073231
poorly_conditioned,1,16,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:16:truth,2701221581980324794,s7cd1:20260910:1:16:nominal_bearing_noise,1401520832105495424,s7cd1:20260910:1:16:transport_loss_uniform,4797439549739929054,s7cd1:20260910:1:16:transport_delay_uniform,10738621965670143202,s7cd1:20260910:1:16:outlier_mask_uniform,8938440006029851370,s7cd1:20260910:1:16:outlier_direction,5003811604464278955
poorly_conditioned,1,17,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:17:truth,733730393567842324,s7cd1:20260910:1:17:nominal_bearing_noise,12131163909991165067,s7cd1:20260910:1:17:transport_loss_uniform,1253567812705433424,s7cd1:20260910:1:17:transport_delay_uniform,4579147271730160918,s7cd1:20260910:1:17:outlier_mask_uniform,442114364237484283,s7cd1:20260910:1:17:outlier_direction,13503000449219155524
poorly_conditioned,1,18,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:18:truth,14621024569105084244,s7cd1:20260910:1:18:nominal_bearing_noise,16030537666494580092,s7cd1:20260910:1:18:transport_loss_uniform,260563472948078231,s7cd1:20260910:1:18:transport_delay_uniform,9932240144738943817,s7cd1:20260910:1:18:outlier_mask_uniform,16443987660422011338,s7cd1:20260910:1:18:outlier_direction,4209828344620557157
poorly_conditioned,1,19,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:19:truth,81944619246291587,s7cd1:20260910:1:19:nominal_bearing_noise,12900421356185712632,s7cd1:20260910:1:19:transport_loss_uniform,14521938572641942522,s7cd1:20260910:1:19:transport_delay_uniform,6851276894427813953,s7cd1:20260910:1:19:outlier_mask_uniform,5656376248701164169,s7cd1:20260910:1:19:outlier_direction,8381488985344881683
poorly_conditioned,1,20,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:20:truth,14081191132983940488,s7cd1:20260910:1:20:nominal_bearing_noise,17782202514041357339,s7cd1:20260910:1:20:transport_loss_uniform,7128845847640226178,s7cd1:20260910:1:20:transport_delay_uniform,3667490891050396814,s7cd1:20260910:1:20:outlier_mask_uniform,12094167233372565911,s7cd1:20260910:1:20:outlier_direction,4321399236162241122
poorly_conditioned,1,21,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:21:truth,14572132718476520612,s7cd1:20260910:1:21:nominal_bearing_noise,16741104241513295033,s7cd1:20260910:1:21:transport_loss_uniform,6497008321849407193,s7cd1:20260910:1:21:transport_delay_uniform,10720250002757663312,s7cd1:20260910:1:21:outlier_mask_uniform,6810427188254009471,s7cd1:20260910:1:21:outlier_direction,12397921776376807464
poorly_conditioned,1,22,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:22:truth,3317362815237191946,s7cd1:20260910:1:22:nominal_bearing_noise,13677865956123279456,s7cd1:20260910:1:22:transport_loss_uniform,6759934218353615576,s7cd1:20260910:1:22:transport_delay_uniform,9962496510364701965,s7cd1:20260910:1:22:outlier_mask_uniform,15055658688947914906,s7cd1:20260910:1:22:outlier_direction,12734569915024994012
poorly_conditioned,1,23,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:23:truth,8854642777557473924,s7cd1:20260910:1:23:nominal_bearing_noise,11064910817680803827,s7cd1:20260910:1:23:transport_loss_uniform,12054900125053269339,s7cd1:20260910:1:23:transport_delay_uniform,5289395454548522257,s7cd1:20260910:1:23:outlier_mask_uniform,8816455621392607566,s7cd1:20260910:1:23:outlier_direction,2544499856034393316
poorly_conditioned,1,24,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:24:truth,3311014221215950786,s7cd1:20260910:1:24:nominal_bearing_noise,4607671809379814541,s7cd1:20260910:1:24:transport_loss_uniform,6548219389536909925,s7cd1:20260910:1:24:transport_delay_uniform,11842834531674309384,s7cd1:20260910:1:24:outlier_mask_uniform,4738747290175104872,s7cd1:20260910:1:24:outlier_direction,14753421720006666040
poorly_conditioned,1,25,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:25:truth,1664197991672086661,s7cd1:20260910:1:25:nominal_bearing_noise,3561429056519930229,s7cd1:20260910:1:25:transport_loss_uniform,17765565855207038051,s7cd1:20260910:1:25:transport_delay_uniform,17075747458473485685,s7cd1:20260910:1:25:outlier_mask_uniform,30180691717342953,s7cd1:20260910:1:25:outlier_direction,8945944551674592078
poorly_conditioned,1,26,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:26:truth,9862702775960089544,s7cd1:20260910:1:26:nominal_bearing_noise,12749987656676083665,s7cd1:20260910:1:26:transport_loss_uniform,16127422747717868988,s7cd1:20260910:1:26:transport_delay_uniform,7086378598550018653,s7cd1:20260910:1:26:outlier_mask_uniform,16278117140730016417,s7cd1:20260910:1:26:outlier_direction,13142836575423956111
poorly_conditioned,1,27,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:27:truth,15247757224672164251,s7cd1:20260910:1:27:nominal_bearing_noise,2823531860734002385,s7cd1:20260910:1:27:transport_loss_uniform,8575013236481792702,s7cd1:20260910:1:27:transport_delay_uniform,6416015885591337900,s7cd1:20260910:1:27:outlier_mask_uniform,4230386126058707698,s7cd1:20260910:1:27:outlier_direction,4807220709477437551
poorly_conditioned,1,28,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:28:truth,8992915435953431997,s7cd1:20260910:1:28:nominal_bearing_noise,11303221886046416037,s7cd1:20260910:1:28:transport_loss_uniform,304082430749769688,s7cd1:20260910:1:28:transport_delay_uniform,18292462709981331240,s7cd1:20260910:1:28:outlier_mask_uniform,17245974238364222453,s7cd1:20260910:1:28:outlier_direction,5362956536743871636
poorly_conditioned,1,29,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:29:truth,8349353701682724277,s7cd1:20260910:1:29:nominal_bearing_noise,8524377530337211640,s7cd1:20260910:1:29:transport_loss_uniform,2851843854580942450,s7cd1:20260910:1:29:transport_delay_uniform,13672451381210771983,s7cd1:20260910:1:29:outlier_mask_uniform,1796881486938555086,s7cd1:20260910:1:29:outlier_direction,14295116153367179745
poorly_conditioned,1,30,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:30:truth,10359147643813171744,s7cd1:20260910:1:30:nominal_bearing_noise,4320204317532306982,s7cd1:20260910:1:30:transport_loss_uniform,2972444998261697506,s7cd1:20260910:1:30:transport_delay_uniform,16877026508836171435,s7cd1:20260910:1:30:outlier_mask_uniform,12235701026270295468,s7cd1:20260910:1:30:outlier_direction,12667833064371139184
poorly_conditioned,1,31,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:31:truth,15551711683188800925,s7cd1:20260910:1:31:nominal_bearing_noise,15643829440687830870,s7cd1:20260910:1:31:transport_loss_uniform,4247970182960141199,s7cd1:20260910:1:31:transport_delay_uniform,16353972206814120385,s7cd1:20260910:1:31:outlier_mask_uniform,6167756254374698683,s7cd1:20260910:1:31:outlier_direction,4393213167936372383
poorly_conditioned,1,32,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:32:truth,13020436921085706139,s7cd1:20260910:1:32:nominal_bearing_noise,6806076343709333477,s7cd1:20260910:1:32:transport_loss_uniform,7255024069310903467,s7cd1:20260910:1:32:transport_delay_uniform,18432188359636560618,s7cd1:20260910:1:32:outlier_mask_uniform,14350260770253172525,s7cd1:20260910:1:32:outlier_direction,16677847458740672915
poorly_conditioned,1,33,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:33:truth,681237934176877590,s7cd1:20260910:1:33:nominal_bearing_noise,10714551931508095484,s7cd1:20260910:1:33:transport_loss_uniform,5375390492029607360,s7cd1:20260910:1:33:transport_delay_uniform,15046720782342150840,s7cd1:20260910:1:33:outlier_mask_uniform,14699606293440943321,s7cd1:20260910:1:33:outlier_direction,16652176162605250789
poorly_conditioned,1,34,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:34:truth,1592730844605980902,s7cd1:20260910:1:34:nominal_bearing_noise,18445635567054784361,s7cd1:20260910:1:34:transport_loss_uniform,9414711019132567809,s7cd1:20260910:1:34:transport_delay_uniform,10920789078738628505,s7cd1:20260910:1:34:outlier_mask_uniform,11302713096856659475,s7cd1:20260910:1:34:outlier_direction,7734528039387330468
poorly_conditioned,1,35,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:35:truth,13812538318020971736,s7cd1:20260910:1:35:nominal_bearing_noise,9761671232729089302,s7cd1:20260910:1:35:transport_loss_uniform,13889046555131243835,s7cd1:20260910:1:35:transport_delay_uniform,9163648291272056853,s7cd1:20260910:1:35:outlier_mask_uniform,970459900801978946,s7cd1:20260910:1:35:outlier_direction,8746621064336672069
poorly_conditioned,1,36,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:36:truth,10796303111892674504,s7cd1:20260910:1:36:nominal_bearing_noise,10130595235635478886,s7cd1:20260910:1:36:transport_loss_uniform,11923972218914113015,s7cd1:20260910:1:36:transport_delay_uniform,16453976813259859449,s7cd1:20260910:1:36:outlier_mask_uniform,7100124382722508538,s7cd1:20260910:1:36:outlier_direction,3812975623570192722
poorly_conditioned,1,37,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:37:truth,4591081796644627503,s7cd1:20260910:1:37:nominal_bearing_noise,13518341866604420559,s7cd1:20260910:1:37:transport_loss_uniform,12316448054423363957,s7cd1:20260910:1:37:transport_delay_uniform,3823674880444435852,s7cd1:20260910:1:37:outlier_mask_uniform,7043650898102925095,s7cd1:20260910:1:37:outlier_direction,13861816984120614783
poorly_conditioned,1,38,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:38:truth,15490003475705049704,s7cd1:20260910:1:38:nominal_bearing_noise,11518220804751692596,s7cd1:20260910:1:38:transport_loss_uniform,14967138197290935688,s7cd1:20260910:1:38:transport_delay_uniform,17030083545774533799,s7cd1:20260910:1:38:outlier_mask_uniform,13201299931091622650,s7cd1:20260910:1:38:outlier_direction,5731767735219549419
poorly_conditioned,1,39,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:39:truth,4410310547925297242,s7cd1:20260910:1:39:nominal_bearing_noise,2154323723638262383,s7cd1:20260910:1:39:transport_loss_uniform,7805215909381239434,s7cd1:20260910:1:39:transport_delay_uniform,14920633351997771799,s7cd1:20260910:1:39:outlier_mask_uniform,9714448874768273398,s7cd1:20260910:1:39:outlier_direction,7269475811822665864
poorly_conditioned,1,40,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:40:truth,13967143244837104933,s7cd1:20260910:1:40:nominal_bearing_noise,17015053670765980135,s7cd1:20260910:1:40:transport_loss_uniform,14822336055075149459,s7cd1:20260910:1:40:transport_delay_uniform,18079043242589787651,s7cd1:20260910:1:40:outlier_mask_uniform,9031079279859807865,s7cd1:20260910:1:40:outlier_direction,6744935229091600421
poorly_conditioned,1,41,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:41:truth,15695564439369380089,s7cd1:20260910:1:41:nominal_bearing_noise,16032024887466976587,s7cd1:20260910:1:41:transport_loss_uniform,15260587698240093439,s7cd1:20260910:1:41:transport_delay_uniform,1814915066024157542,s7cd1:20260910:1:41:outlier_mask_uniform,3325558346531266247,s7cd1:20260910:1:41:outlier_direction,6507243579716332015
poorly_conditioned,1,42,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:42:truth,9097883486184099907,s7cd1:20260910:1:42:nominal_bearing_noise,6606232438505880909,s7cd1:20260910:1:42:transport_loss_uniform,4739099420250989460,s7cd1:20260910:1:42:transport_delay_uniform,15801720940596895443,s7cd1:20260910:1:42:outlier_mask_uniform,892012391756883427,s7cd1:20260910:1:42:outlier_direction,7185672442207813868
poorly_conditioned,1,43,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:43:truth,16838140922094759219,s7cd1:20260910:1:43:nominal_bearing_noise,15963346302335253863,s7cd1:20260910:1:43:transport_loss_uniform,12821981905455627532,s7cd1:20260910:1:43:transport_delay_uniform,16913679388072012245,s7cd1:20260910:1:43:outlier_mask_uniform,5461621230453139513,s7cd1:20260910:1:43:outlier_direction,406108602800649114
poorly_conditioned,1,44,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:44:truth,17245045980031424564,s7cd1:20260910:1:44:nominal_bearing_noise,17636622045263359187,s7cd1:20260910:1:44:transport_loss_uniform,8543285948103087805,s7cd1:20260910:1:44:transport_delay_uniform,555653274100710919,s7cd1:20260910:1:44:outlier_mask_uniform,1072799523608177586,s7cd1:20260910:1:44:outlier_direction,9071163439703982025
poorly_conditioned,1,45,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:45:truth,18122758689830709871,s7cd1:20260910:1:45:nominal_bearing_noise,9549317749654882899,s7cd1:20260910:1:45:transport_loss_uniform,15877163074412328895,s7cd1:20260910:1:45:transport_delay_uniform,9892469553534538555,s7cd1:20260910:1:45:outlier_mask_uniform,14962982407671231340,s7cd1:20260910:1:45:outlier_direction,6117186932698716242
poorly_conditioned,1,46,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:46:truth,15560842328535902633,s7cd1:20260910:1:46:nominal_bearing_noise,8299730624525759184,s7cd1:20260910:1:46:transport_loss_uniform,6173211187220013127,s7cd1:20260910:1:46:transport_delay_uniform,9735403181694022636,s7cd1:20260910:1:46:outlier_mask_uniform,4652355463719351491,s7cd1:20260910:1:46:outlier_direction,16537680939220777568
poorly_conditioned,1,47,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:47:truth,14210726855784117438,s7cd1:20260910:1:47:nominal_bearing_noise,4495955020756745249,s7cd1:20260910:1:47:transport_loss_uniform,8669697427173090319,s7cd1:20260910:1:47:transport_delay_uniform,15005947653780153188,s7cd1:20260910:1:47:outlier_mask_uniform,17836090873741037423,s7cd1:20260910:1:47:outlier_direction,2607669167517207357
poorly_conditioned,1,48,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:48:truth,16366153315588793951,s7cd1:20260910:1:48:nominal_bearing_noise,12951718775605240996,s7cd1:20260910:1:48:transport_loss_uniform,14048282614509640070,s7cd1:20260910:1:48:transport_delay_uniform,8193923010824885710,s7cd1:20260910:1:48:outlier_mask_uniform,10815626010344345630,s7cd1:20260910:1:48:outlier_direction,7110801593246265421
poorly_conditioned,1,49,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:49:truth,16960474570261722445,s7cd1:20260910:1:49:nominal_bearing_noise,7594899104762128237,s7cd1:20260910:1:49:transport_loss_uniform,4621424486588585133,s7cd1:20260910:1:49:transport_delay_uniform,1530726750393803151,s7cd1:20260910:1:49:outlier_mask_uniform,200872649448842270,s7cd1:20260910:1:49:outlier_direction,5755940151687324955
poorly_conditioned,1,50,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:50:truth,9363865208844540739,s7cd1:20260910:1:50:nominal_bearing_noise,13762851160155646171,s7cd1:20260910:1:50:transport_loss_uniform,407977790916623968,s7cd1:20260910:1:50:transport_delay_uniform,693894893570986735,s7cd1:20260910:1:50:outlier_mask_uniform,10497774800872199752,s7cd1:20260910:1:50:outlier_direction,7474489499792029421
poorly_conditioned,1,51,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:51:truth,17695904110445553434,s7cd1:20260910:1:51:nominal_bearing_noise,5685276834438714530,s7cd1:20260910:1:51:transport_loss_uniform,15179192426782400756,s7cd1:20260910:1:51:transport_delay_uniform,11759320269862163972,s7cd1:20260910:1:51:outlier_mask_uniform,15143953490755387898,s7cd1:20260910:1:51:outlier_direction,10846240336184469286
poorly_conditioned,1,52,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:52:truth,9794369061965796490,s7cd1:20260910:1:52:nominal_bearing_noise,2861172500629685095,s7cd1:20260910:1:52:transport_loss_uniform,6037056099105494258,s7cd1:20260910:1:52:transport_delay_uniform,16515133844978533985,s7cd1:20260910:1:52:outlier_mask_uniform,17864467809795827226,s7cd1:20260910:1:52:outlier_direction,5175658900841538880
poorly_conditioned,1,53,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:53:truth,14613477562980658267,s7cd1:20260910:1:53:nominal_bearing_noise,3230482172365731508,s7cd1:20260910:1:53:transport_loss_uniform,3085494025616603548,s7cd1:20260910:1:53:transport_delay_uniform,9738005793406789938,s7cd1:20260910:1:53:outlier_mask_uniform,14764441515652388008,s7cd1:20260910:1:53:outlier_direction,10694976133900105106
poorly_conditioned,1,54,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:54:truth,17562229368404698470,s7cd1:20260910:1:54:nominal_bearing_noise,8784087879990274294,s7cd1:20260910:1:54:transport_loss_uniform,13172651620350827320,s7cd1:20260910:1:54:transport_delay_uniform,3458213430150079072,s7cd1:20260910:1:54:outlier_mask_uniform,4848585364371906534,s7cd1:20260910:1:54:outlier_direction,14031997741752110637
poorly_conditioned,1,55,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:55:truth,8069252222703788450,s7cd1:20260910:1:55:nominal_bearing_noise,2909266271772395215,s7cd1:20260910:1:55:transport_loss_uniform,2278275566302308072,s7cd1:20260910:1:55:transport_delay_uniform,9195896004563907922,s7cd1:20260910:1:55:outlier_mask_uniform,4262954254684133913,s7cd1:20260910:1:55:outlier_direction,7121203601602792746
poorly_conditioned,1,56,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:56:truth,8665502878791962117,s7cd1:20260910:1:56:nominal_bearing_noise,1585820466711625217,s7cd1:20260910:1:56:transport_loss_uniform,14535776571244578990,s7cd1:20260910:1:56:transport_delay_uniform,6094298274178468609,s7cd1:20260910:1:56:outlier_mask_uniform,14112247420053529948,s7cd1:20260910:1:56:outlier_direction,12904149083414857974
poorly_conditioned,1,57,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:57:truth,932733729454005334,s7cd1:20260910:1:57:nominal_bearing_noise,15287328114779917521,s7cd1:20260910:1:57:transport_loss_uniform,14246498877764160866,s7cd1:20260910:1:57:transport_delay_uniform,15646650098039138789,s7cd1:20260910:1:57:outlier_mask_uniform,55137000601246662,s7cd1:20260910:1:57:outlier_direction,16218516290191944570
poorly_conditioned,1,58,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:58:truth,17750052963755459264,s7cd1:20260910:1:58:nominal_bearing_noise,16277949673814624658,s7cd1:20260910:1:58:transport_loss_uniform,693347841278989289,s7cd1:20260910:1:58:transport_delay_uniform,3242041013121026938,s7cd1:20260910:1:58:outlier_mask_uniform,12637856825660602522,s7cd1:20260910:1:58:outlier_direction,13868084351594522353
poorly_conditioned,1,59,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:59:truth,3823380143289872180,s7cd1:20260910:1:59:nominal_bearing_noise,15747601003183671304,s7cd1:20260910:1:59:transport_loss_uniform,17153684509778038223,s7cd1:20260910:1:59:transport_delay_uniform,2443983402735542334,s7cd1:20260910:1:59:outlier_mask_uniform,6369298761740893377,s7cd1:20260910:1:59:outlier_direction,4541752921277198433
poorly_conditioned,1,60,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:60:truth,9807065618675086550,s7cd1:20260910:1:60:nominal_bearing_noise,5334340503561986418,s7cd1:20260910:1:60:transport_loss_uniform,8349138906515593956,s7cd1:20260910:1:60:transport_delay_uniform,3677324348899660271,s7cd1:20260910:1:60:outlier_mask_uniform,11304293562077928974,s7cd1:20260910:1:60:outlier_direction,8161698587039941823
poorly_conditioned,1,61,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:61:truth,8129161466903061111,s7cd1:20260910:1:61:nominal_bearing_noise,5835675795695784485,s7cd1:20260910:1:61:transport_loss_uniform,12012203319123942926,s7cd1:20260910:1:61:transport_delay_uniform,12840843996214037190,s7cd1:20260910:1:61:outlier_mask_uniform,2007048171962131917,s7cd1:20260910:1:61:outlier_direction,10602571378181400790
poorly_conditioned,1,62,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:62:truth,4755353776154265609,s7cd1:20260910:1:62:nominal_bearing_noise,12917775359855317607,s7cd1:20260910:1:62:transport_loss_uniform,11220449414982445865,s7cd1:20260910:1:62:transport_delay_uniform,11567052317897046561,s7cd1:20260910:1:62:outlier_mask_uniform,10702589035178826099,s7cd1:20260910:1:62:outlier_direction,10010989041097823956
poorly_conditioned,1,63,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:63:truth,12975366319793457021,s7cd1:20260910:1:63:nominal_bearing_noise,14457311003304541001,s7cd1:20260910:1:63:transport_loss_uniform,3774168003308741711,s7cd1:20260910:1:63:transport_delay_uniform,970746927687121558,s7cd1:20260910:1:63:outlier_mask_uniform,4610825940077781689,s7cd1:20260910:1:63:outlier_direction,15126185286110752842
poorly_conditioned,1,64,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:64:truth,2955222513878072148,s7cd1:20260910:1:64:nominal_bearing_noise,3978709691527054646,s7cd1:20260910:1:64:transport_loss_uniform,381960368564204842,s7cd1:20260910:1:64:transport_delay_uniform,431050045247294025,s7cd1:20260910:1:64:outlier_mask_uniform,1420885033823854796,s7cd1:20260910:1:64:outlier_direction,14615201709757640947
poorly_conditioned,1,65,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:65:truth,7154044948318331545,s7cd1:20260910:1:65:nominal_bearing_noise,12589599165089923589,s7cd1:20260910:1:65:transport_loss_uniform,16469725838072285636,s7cd1:20260910:1:65:transport_delay_uniform,13424108433549973681,s7cd1:20260910:1:65:outlier_mask_uniform,5748444219008334378,s7cd1:20260910:1:65:outlier_direction,18446592410094567826
poorly_conditioned,1,66,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:66:truth,7914701302868174423,s7cd1:20260910:1:66:nominal_bearing_noise,11383961971396153285,s7cd1:20260910:1:66:transport_loss_uniform,8401238589789058378,s7cd1:20260910:1:66:transport_delay_uniform,5645294954050363383,s7cd1:20260910:1:66:outlier_mask_uniform,13964801413689082288,s7cd1:20260910:1:66:outlier_direction,16165252546030350568
poorly_conditioned,1,67,20260910,whole_base_sequence,9,True,"SeedSequence([base_seed,geometry_index,sequence_index,mechanism_id])",s7cd1:20260910:1:67:truth,13535786939829034343,s7cd1:20260910:1:67:nominal_bearing_noise,783271717856135999,s7cd1:20260910:1:67:transport_loss_uniform,110472466455721637,s7cd1:20260910:1:67:transport_delay_uniform,12957380796000408628,s7cd1:20260910:1:67:outlier_mask_uniform,11823162187660547618,s7cd1:20260910:1:67:outlier_direction,320234983392855707
